model,experiment_id,language,sample_id,text,gold,majority_prediction,is_correct_majority,prompt_sensitivity,prediction_counts,prediction_distribution,raw_outputs
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,24,On which continent is Argentina located?,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,25,Where are the Pyramids of Giza located?,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,26,Which ocean is west of the United States?,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,27,Which city is famous for Big Ben?,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION\n```""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,28,In which country is the Taj Mahal located?,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,29,Where is Lake Victoria located?,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,30,Which region is known as the Middle East?,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,41,Who wrote Pride and Prejudice?,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,42,Who created the character Sherlock Holmes?,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,43,Who discovered penicillin?,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,44,Who painted The Starry Night?,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,45,Who was the first woman to win a Nobel Prize?,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON\n```""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,46,Who led India’s independence movement through nonviolent resistance?,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON\n```""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,47,Who is the author of The Lord of the Rings?,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,48,Who invented the World Wide Web?,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,49,Who was Cleopatra?,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,50,Who composed Moonlight Sonata?,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,61,What is gravity?,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,62,What does recycling mean?,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,63,What is the purpose of an operating system?,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,64,How does the internet work?,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,65,What is evaporation?,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,66,What does cultural diversity mean?,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,67,What is the role of the lungs?,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,68,What is blockchain?,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,69,What does supply and demand mean?,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,70,What is the function of a search engine?,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION\n```""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,81,What fruit is commonly used to make orange juice?,ENTITY,DESCRIPTION,False,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION\n```""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,82,What tool is used to cut paper?,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,83,What vehicle runs on railway tracks?,ENTITY,ENTITY,True,0.46264009245523846,"{""ENTITY"": 5, ""LOCATION"": 2, ""N/A"": 1}","{""ENTITY"": 0.625, ""LOCATION"": 0.25, ""N/A"": 0.125}","[""ENTITY"", ""ENTITY"", ""The label for this question is \""ENTITY.\"""", ""LOCATION"", ""The new question is asking for a specific type of vehicle that"", ""LOCATION"", ""The correct label for this question is \""ENTITY.\"""", ""ENTITY""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,84,What object is used to unlock a door?,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,85,What food is made from milk and often used on pizza?,ENTITY,DESCRIPTION,False,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION\n```""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,86,What machine is used to wash clothes?,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY\n```""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,87,What material is commonly used to make windows?,ENTITY,ENTITY,True,0.3399762514621516,"{""ENTITY"": 5, ""DESCRIPTION"": 3}","{""ENTITY"": 0.625, ""DESCRIPTION"": 0.375}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""DESCRIPTION"", ""DESCRIPTION"", ""ENTITY"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,88,What app is commonly used for video meetings?,ENTITY,DESCRIPTION,False,0.46264009245523846,"{""ABBREVIATION"": 2, ""DESCRIPTION"": 5, ""N/A"": 1}","{""ABBREVIATION"": 0.25, ""DESCRIPTION"": 0.625, ""N/A"": 0.125}","[""ABBREVIATION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", """", ""DESCRIPTION"", ""ABBREVIATION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,89,What natural satellite orbits Earth?,ENTITY,LOCATION,False,0.37803489545286517,"{""LOCATION"": 6, ""ENTITY"": 1, ""NUMBER"": 1}","{""LOCATION"": 0.75, ""ENTITY"": 0.125, ""NUMBER"": 0.125}","[""LOCATION"", ""LOCATION"", ""The correct label for this question is \""ENTITY.\"" The question"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""NUMBER"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,90,What sport uses a racket and a shuttlecock?,ENTITY,DESCRIPTION,False,0.37803489545286517,"{""PERSON"": 1, ""DESCRIPTION"": 6, ""LOCATION"": 1}","{""PERSON"": 0.125, ""DESCRIPTION"": 0.75, ""LOCATION"": 0.125}","[""PERSON"", ""DESCRIPTION"", ""DESCRIPTION"", ""LOCATION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,101,What does ATM stand for?,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION\n```""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,102,What does FAQ stand for?,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,103,What does HTTP stand for?,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,104,What does SQL stand for?,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,105,What does LAN stand for?,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,106,What does VPN stand for?,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,107,What does API stand for?,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,108,What does SMS stand for?,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,109,What does CEO stand for?,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION\n```""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,110,What does NGO stand for?,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,11,كم عجلة في الدراجة العادية؟,NUMBER,NUMBER,True,-0.0,"{""NUMBER"": 8}","{""NUMBER"": 1.0}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,12,في أي سنة غرقت سفينة تيتانيك؟,NUMBER,NUMBER,True,0.19362156132406652,"{""NUMBER"": 7, ""LOCATION"": 1}","{""NUMBER"": 0.875, ""LOCATION"": 0.125}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""The label for this question is \""NUMBER\""."", ""LOCATION"", ""NUMBER"", ""NUMBER""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,13,كم ساعة في اليوم الكامل؟,NUMBER,NUMBER,True,-0.0,"{""NUMBER"": 8}","{""NUMBER"": 1.0}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,14,ما ناتج قسمة 12 على 3؟,NUMBER,NUMBER,True,-0.0,"{""NUMBER"": 8}","{""NUMBER"": 1.0}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,15,كم درجة في الزاوية القائمة؟,NUMBER,NUMBER,True,-0.0,"{""NUMBER"": 8}","{""NUMBER"": 1.0}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,16,ما قيمة 20% من 200؟,NUMBER,NUMBER,True,-0.0,"{""NUMBER"": 8}","{""NUMBER"": 1.0}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,17,كم حرفًا في الأبجدية العربية؟,NUMBER,NUMBER,True,-0.0,"{""NUMBER"": 8}","{""NUMBER"": 1.0}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,18,ما قيمة 7 تربيع؟,NUMBER,NUMBER,True,-0.0,"{""NUMBER"": 8}","{""NUMBER"": 1.0}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER""]"
